package	version	architecture	source	source_version	multi_arch	essential	priority	section	custom_candidate
libgnome-menu-3-0	3.36.0-1	amd64	gnome-menus	3.36.0-1	same	no	optional	libs	False
libgnome-panel0	3.38.0-1+grm3u1	amd64	gnome-panel	3.38.0-1+grm3u1	same	no	optional	libs	True
libgnomekbd-common	3.26.1-1	all	libgnomekbd	3.26.1-1	foreign	no	optional	libs	False
libgnomekbd8	3.26.1-1	amd64	libgnomekbd	3.26.1-1	same	no	optional	libs	False
libgnutls30	3.7.1-5+deb11u3	amd64	gnutls28	3.7.1-5+deb11u3	same	no	optional	libs	False
libgoa-1.0-0b	3.38.0-3	amd64	gnome-online-accounts	3.38.0-3	same	no	optional	libs	False
libgoa-1.0-common	3.38.0-3	all	gnome-online-accounts	3.38.0-3	foreign	no	optional	libs	False
libgomp1	10.2.1-6	amd64	gcc-10	10.2.1-6	same	no	optional	libs	False
libgpg-error0	1.38-2	amd64	libgpg-error	1.38-2	same	no	optional	libs	False
libgpgme11	1.14.0-1+b2	amd64	gpgme1.0	1.14.0-1	same	no	optional	libs	False
libgphoto2-6	2.5.27-1	amd64	libgphoto2	2.5.27-1	same	no	optional	libs	False
libgphoto2-port12	2.5.27-1	amd64	libgphoto2	2.5.27-1	same	no	optional	libs	False
libgpm2	1.20.7-8	amd64	gpm	1.20.7-8	same	no	optional	libs	False
libgraphite2-3	1.3.14-1	amd64	graphite2	1.3.14-1	same	no	optional	libs	False
libgs9	9.53.3~dfsg-7+deb11u5	amd64	ghostscript	9.53.3~dfsg-7+deb11u5	same	no	optional	libs	False
libgs9-common	9.53.3~dfsg-7+deb11u5	all	ghostscript	9.53.3~dfsg-7+deb11u5	foreign	no	optional	libs	False
libgsf-1-114	1.14.47-1	amd64	libgsf	1.14.47-1	same	no	optional	libs	False
libgsf-1-common	1.14.47-1	all	libgsf	1.14.47-1	foreign	no	optional	libs	False
libgsm1	1.0.18-2	amd64	libgsm	1.0.18-2	same	no	optional	libs	False
libgsound0	1.0.2-5	amd64	gsound	1.0.2-5	same	no	optional	libs	False
libgspell-1-2	1.8.4-1	amd64	gspell	1.8.4-1	same	no	optional	libs	False
libgspell-1-common	1.8.4-1	all	gspell	1.8.4-1	foreign	no	optional	libs	False
libgssapi-krb5-2	1.18.3-6+deb11u3	amd64	krb5	1.18.3-6+deb11u3	same	no	optional	libs	False
libgssdp-1.2-0	1.2.3-2	amd64	gssdp	1.2.3-2	same	no	optional	libs	False
libgstreamer-gl1.0-0	1.18.4-2+deb11u1	amd64	gst-plugins-base1.0	1.18.4-2+deb11u1	same	no	optional	libs	False
libgstreamer-plugins-bad1.0-0	1.18.4-3+deb11u1	amd64	gst-plugins-bad1.0	1.18.4-3+deb11u1	same	no	optional	libs	False
libgstreamer-plugins-base1.0-0	1.18.4-2+deb11u1	amd64	gst-plugins-base1.0	1.18.4-2+deb11u1	same	no	optional	libs	False
libgstreamer1.0-0	1.18.4-2.1	amd64	gstreamer1.0	1.18.4-2.1	same	no	optional	libs	False
libgtk-3-0	3.24.24-4+grm3u2	amd64	gtk+3.0	3.24.24-4+grm3u2	same	no	optional	libs	True
libgtk-3-bin	3.24.24-4+grm3u2	amd64	gtk+3.0	3.24.24-4+grm3u2	foreign	no	optional	misc	True
libgtk-3-common	3.24.24-4+grm3u2	all	gtk+3.0	3.24.24-4+grm3u2	foreign	no	optional	misc	True
libgtk2.0-0	2.24.33-2+grm3u1	amd64	gtk+2.0	2.24.33-2+grm3u1	same	no	optional	libs	True
libgtk2.0-common	2.24.33-2+grm3u1	all	gtk+2.0	2.24.33-2+grm3u1	foreign	no	optional	misc	True
libgtk3-perl	0.038-1	all	libgtk3-perl	0.038-1		no	optional	perl	False
libgtkmm-3.0-1v5	3.24.2-2	amd64	gtkmm3.0	3.24.2-2	same	no	optional	libs	False
libgtksourceview-4-0	4.8.0-1	amd64	gtksourceview4	4.8.0-1	same	no	optional	libs	False
libgtksourceview-4-common	4.8.0-1	all	gtksourceview4	4.8.0-1	foreign	no	optional	libs	False
libgtop-2.0-11	2.40.0-2	amd64	libgtop2	2.40.0-2	same	no	optional	libs	False
libgtop2-common	2.40.0-2	all	libgtop2	2.40.0-2	foreign	no	optional	libs	False
libgudev-1.0-0	234-1	amd64	libgudev	234-1	same	no	optional	libs	False
libgupnp-1.2-0	1.2.4-1	amd64	gupnp	1.2.4-1	same	no	optional	libs	False
libgupnp-av-1.0-2	0.12.11-2	amd64	gupnp-av	0.12.11-2		no	optional	libs	False
libgupnp-dlna-2.0-3	0.10.5-4	amd64	gupnp-dlna	0.10.5-4		no	optional	libs	False
libgupnp-igd-1.0-4	1.2.0-1	amd64	gupnp-igd	1.2.0-1	same	no	optional	libs	False
libgusb2	0.3.5-1	amd64	libgusb	0.3.5-1	same	no	optional	libs	False
libgutenprint-common	5.3.3-5	all	gutenprint	5.3.3-5		no	optional	libs	False
libgutenprint9	5.3.3-5	amd64	gutenprint	5.3.3-5		no	optional	libs	False
libgweather-3-16	3.36.1-3	amd64	libgweather	3.36.1-3	same	no	optional	libs	False
libgweather-common	3.36.1-3	all	libgweather	3.36.1-3	foreign	no	optional	libs	False
libgxps2	0.3.2-1	amd64	libgxps	0.3.2-1	same	no	optional	libs	False
libhandy-1-0	1.0.3-2	amd64	libhandy-1	1.0.3-2	same	no	optional	libs	False
libhangul-data	0.1.0+git20191003-2	all	libhangul	0.1.0+git20191003-2	foreign	no	optional	libs	False
libhangul1	0.1.0+git20191003-2	amd64	libhangul	0.1.0+git20191003-2	same	no	optional	libs	False
libharfbuzz-icu0	2.7.4-1	amd64	harfbuzz	2.7.4-1	same	no	optional	libs	False
libharfbuzz0b	2.7.4-1	amd64	harfbuzz	2.7.4-1	same	no	optional	libs	False
libhogweed6	3.7.3-1	amd64	nettle	3.7.3-1	same	no	optional	libs	False
libhpmud0	3.21.2+dfsg1-2	amd64	hplip	3.21.2+dfsg1-2	same	no	optional	libs	False
libhunspell-1.7-0	1.7.0-3	amd64	hunspell	1.7.0-3	same	no	optional	libs	False
libhx32	3.25-2	amd64	libhx	3.25-2	same	no	optional	libs	False
libhyphen0	2.8.8-7	amd64	hyphen	2.8.8-7	same	no	optional	libs	False
libibus-1.0-5	1.5.23-2	amd64	ibus	1.5.23-2	same	no	optional	libs	False
libical3	3.0.9-2	amd64	libical3	3.0.9-2	same	no	optional	libs	False
libice6	2:1.0.10-1	amd64	libice	2:1.0.10-1	same	no	optional	libs	False
libicu67	67.1-7	amd64	icu	67.1-7	same	no	optional	libs	False
libidn11	1.33-3	amd64	libidn	1.33-3	same	no	optional	libs	False
libidn2-0	2.3.0-5	amd64	libidn2	2.3.0-5	same	no	optional	libs	False
libiec61883-0	1.2.0-4	amd64	libiec61883	1.2.0-4	same	no	optional	libs	False
libieee1284-3	0.2.11-14	amd64	libieee1284	0.2.11-14	same	no	optional	libs	False
libijs-0.35	0.35-15	amd64	ijs	0.35-15	same	no	optional	libs	False
libilmbase25	2.5.4-1	amd64	ilmbase	2.5.4-1	same	no	optional	libs	False
libimagequant0	2.12.2-1.1	amd64	libimagequant	2.12.2-1.1	same	no	optional	libs	False
libimobiledevice6	1.3.0-6	amd64	libimobiledevice	1.3.0-6	same	no	optional	libs	False
libinput-bin	1.16.4-3	amd64	libinput	1.16.4-3	foreign	no	optional	libs	False
libinput10	1.16.4-3	amd64	libinput	1.16.4-3	same	no	optional	libs	False
libinstpatch-1.0-2	1.1.6-1	amd64	libinstpatch	1.1.6-1	same	no	optional	libs	False
libip4tc2	1.8.7-1	amd64	iptables	1.8.7-1	same	no	optional	libs	False
libip6tc2	1.8.7-1	amd64	iptables	1.8.7-1	same	no	optional	libs	False
libiptcdata0	1.0.5-2.3	amd64	libiptcdata	1.0.5-2.3		no	optional	libs	False
libisc-export1105	1:9.11.19+dfsg-2.1	amd64	bind9-libs	1:9.11.19+dfsg-2.1	same	no	optional	libs	False
libisl23	0.23-1	amd64	isl	0.23-1	same	no	optional	libs	False
libjack-jackd2-0	1.9.17~dfsg-1	amd64	jackd2	1.9.17~dfsg-1	same	no	optional	libs	False
libjansson4	2.13.1-1.1	amd64	jansson	2.13.1-1.1	same	no	optional	libs	False
libjavascriptcoregtk-4.0-18	2.40.3-2~deb11u2	amd64	webkit2gtk	2.40.3-2~deb11u2	same	no	optional	libs	False
libjbig0	2.1-3.1+b2	amd64	jbigkit	2.1-3.1	same	no	optional	libs	False
libjbig2dec0	0.19-2	amd64	jbig2dec	0.19-2	same	no	optional	libs	False
libjpeg62-turbo	1:2.0.6-4	amd64	libjpeg-turbo	1:2.0.6-4	same	no	optional	libs	False
libjson-c5	0.15-2	amd64	json-c	0.15-2	same	no	optional	libs	False
libjson-glib-1.0-0	1.6.2-1	amd64	json-glib	1.6.2-1	same	no	optional	libs	False
libjson-glib-1.0-common	1.6.2-1	all	json-glib	1.6.2-1	foreign	no	optional	libs	False
libjsoncpp24	1.9.4-4	amd64	libjsoncpp	1.9.4-4	same	no	optional	libs	False
libk5crypto3	1.18.3-6+deb11u3	amd64	krb5	1.18.3-6+deb11u3	same	no	optional	libs	False
libkate1	0.4.1-11	amd64	libkate	0.4.1-11	same	no	optional	libs	False
libkeybinder-3.0-0	0.3.2-1.1	amd64	keybinder-3.0	0.3.2-1.1	same	no	optional	libs	False
libkeyutils1	1.6.1-2	amd64	keyutils	1.6.1-2	same	no	optional	libs	False
libklibc	2.0.8-6.1	amd64	klibc	2.0.8-6.1	same	no	optional	libs	False
libkmod2	28-1	amd64	kmod	28-1	same	no	optional	libs	False
libkrb5-3	1.18.3-6+deb11u3	amd64	krb5	1.18.3-6+deb11u3	same	no	optional	libs	False
libkrb5support0	1.18.3-6+deb11u3	amd64	krb5	1.18.3-6+deb11u3	same	no	optional	libs	False
libksba8	1.5.0-3+deb11u2	amd64	libksba	1.5.0-3+deb11u2	same	no	optional	libs	False
liblapack3	3.9.0-3	amd64	lapack	3.9.0-3	same	no	optional	libs	False
liblcms2-2	2.12~rc1-2	amd64	lcms2	2.12~rc1-2	same	no	optional	libs	False
liblcms2-utils	2.12~rc1-2	amd64	lcms2	2.12~rc1-2	foreign	no	optional	utils	False
libldap-2.4-2	2.4.57+dfsg-3+deb11u1	amd64	openldap	2.4.57+dfsg-3+deb11u1	same	no	optional	libs	False
libldb2	2:2.2.3-2~deb11u2	amd64	ldb	2:2.2.3-2~deb11u2	same	no	optional	libs	False
liblightdm-gobject-1-0	1.26.0-7+grm3u1	amd64	lightdm	1.26.0-7+grm3u1	same	no	optional	libs	True
liblilv-0-0	0.24.12-2	amd64	lilv	0.24.12-2	same	no	optional	libs	False
libllvm11	1:11.0.1-2	amd64	llvm-toolchain-11	1:11.0.1-2	same	no	optional	libs	False
liblmdb0	0.9.24-1	amd64	lmdb	0.9.24-1	same	no	optional	libs	False
liblocale-gettext-perl	1.07-4+b1	amd64	liblocale-gettext-perl	1.07-4		no	optional	perl	False
liblognorm5	2.0.5-1.1	amd64	liblognorm	2.0.5-1.1	same	no	optional	libs	False
libltc11	1.3.1-1	amd64	libltc	1.3.1-1	same	no	optional	libs	False
libltdl7	2.4.6-15	amd64	libtool	2.4.6-15	same	no	optional	libs	False
liblua5.2-0	5.2.4-1.1+b3	amd64	lua5.2	5.2.4-1.1	same	no	optional	libs	False
liblz4-1	1.9.3-2	amd64	lz4	1.9.3-2	same	no	optional	libs	False
liblzma5	5.2.5-2.1~deb11u1	amd64	xz-utils	5.2.5-2.1~deb11u1	same	no	optional	libs	False
liblzo2-2	2.10-2	amd64	lzo2	2.10-2	same	no	optional	libs	False
libmagic-mgc	1:5.39-3	amd64	file	1:5.39-3	foreign	no	optional	libs	False
libmagic1	1:5.39-3	amd64	file	1:5.39-3	same	no	optional	libs	False
libmalcontent-0-0	0.10.0-2	amd64	malcontent	0.10.0-2	same	no	optional	libs	False
libmalcontent-ui-0-0	0.10.0-2	amd64	malcontent	0.10.0-2	same	no	optional	libs	False
libmanette-0.2-0	0.2.5-1	amd64	libmanette	0.2.5-1	same	no	optional	libs	False
libmd0	1.0.3-3	amd64	libmd	1.0.3-3	same	no	optional	libs	False
libmd4c0	0.4.7-2	amd64	md4c	0.4.7-2	same	no	optional	libs	False
libmediaart-2.0-0	1.9.4-3	amd64	libmediaart	1.9.4-3	same	no	optional	libs	False
libmetacity3	1:3.38.0-2+grm3u1	amd64	metacity	1:3.38.0-2+grm3u1	same	no	optional	libs	True
libmfx1	21.1.0-1	amd64	intel-mediasdk	21.1.0-1	same	no	optional	libs	False
libminizip1	1.1-8+b1	amd64	minizip	1.1-8	same	no	optional	libs	False
libmjpegutils-2.1-0	1:2.1.0+debian-6	amd64	mjpegtools	1:2.1.0+debian-6	same	no	optional	libs	False
libmm-glib0	1.14.12-0.2	amd64	modemmanager	1.14.12-0.2	same	no	optional	libs	False
libmms0	0.6.4-3	amd64	libmms	0.6.4-3	same	no	optional	libs	False
libmnl0	1.0.4-3	amd64	libmnl	1.0.4-3	same	no	optional	libs	False
libmodplug1	1:0.8.9.0-3	amd64	libmodplug	1:0.8.9.0-3	same	no	optional	libs	False
libmount1	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	same	no	optional	libs	False
libmozjs-78-0	78.4.0-2	amd64	mozjs78	78.4.0-2	same	no	optional	libs	False
libmp3lame0	3.100-3	amd64	lame	3.100-3	same	no	optional	libs	False
libmpc3	1.2.0-1	amd64	mpclib3	1.2.0-1	same	no	optional	libs	False
libmpcdec6	2:0.1~r495-2	amd64	libmpc	2:0.1~r495-2	same	no	optional	libs	False
libmpdec3	2.5.1-1	amd64	mpdecimal	2.5.1-1	same	no	optional	libs	False
libmpeg2-4	0.5.1-9	amd64	mpeg2dec	0.5.1-9	same	no	optional	libs	False
libmpeg2encpp-2.1-0	1:2.1.0+debian-6	amd64	mjpegtools	1:2.1.0+debian-6	same	no	optional	libs	False
libmpfr6	4.1.0-3	amd64	mpfr4	4.1.0-3	same	no	optional	libs	False
libmpg123-0	1.26.4-1	amd64	mpg123	1.26.4-1	same	no	optional	libs	False
libmplex2-2.1-0	1:2.1.0+debian-6	amd64	mjpegtools	1:2.1.0+debian-6	same	no	optional	libs	False
libmpv1	0.32.0-3	amd64	mpv	0.32.0-3	same	no	optional	libs	False
libmtdev1	1.1.6-1	amd64	mtdev	1.1.6-1	same	no	optional	libs	False
libmtp-common	1.1.17-3	all	libmtp	1.1.17-3	foreign	no	optional	libs	False
libmtp9	1.1.17-3	amd64	libmtp	1.1.17-3	same	no	optional	libs	False
libmysofa1	1.2~dfsg0-1	amd64	libmysofa	1.2~dfsg0-1	same	no	optional	libs	False
libnautilus-extension1a	3.38.2-1+deb11u1+grm3u8	amd64	nautilus	3.38.2-1+deb11u1+grm3u8	same	no	optional	libs	True
libncurses6	6.2+20201114-2+deb11u1	amd64	ncurses	6.2+20201114-2+deb11u1	same	no	optional	libs	False
libncursesw6	6.2+20201114-2+deb11u1	amd64	ncurses	6.2+20201114-2+deb11u1	same	no	optional	libs	False
libndp0	1.6-1+b1	amd64	libndp	1.6-1	same	no	optional	libs	False
libneon27	0.31.2-1	amd64	neon27	0.31.2-1	same	no	optional	libs	False
libnetfilter-conntrack3	1.0.8-3	amd64	libnetfilter-conntrack	1.0.8-3	same	no	optional	libs	False
libnettle8	3.7.3-1	amd64	nettle	3.7.3-1	same	no	optional	libs	False
libnewt0.52	0.52.21-4+b3	amd64	newt	0.52.21-4	same	no	optional	libs	False
libnfnetlink0	1.0.1-3+b1	amd64	libnfnetlink	1.0.1-3	same	no	extra	libs	False
libnfs13	4.0.0-1	amd64	libnfs	4.0.0-1	same	no	optional	libs	False
libnftables1	0.9.8-3.1+deb11u1	amd64	nftables	0.9.8-3.1+deb11u1	same	no	optional	libs	False
libnftnl11	1.1.9-1	amd64	libnftnl	1.1.9-1	same	no	optional	libs	False
libnghttp2-14	1.43.0-1	amd64	nghttp2	1.43.0-1	same	no	optional	libs	False
libnice10	0.1.16-1	amd64	libnice	0.1.16-1	same	no	optional	libs	False
libnimf1	2023.06.30+grm3u1	amd64	nimf	2023.06.30+grm3u1		no	optional	libs	True
libnl-3-200	3.4.0-1+b1	amd64	libnl3	3.4.0-1	same	no	optional	libs	False
libnl-genl-3-200	3.4.0-1+b1	amd64	libnl3	3.4.0-1	same	no	optional	libs	False
libnl-route-3-200	3.4.0-1+b1	amd64	libnl3	3.4.0-1	same	no	optional	libs	False
libnm0	1.30.0-2+grm3u3	amd64	network-manager	1.30.0-2+grm3u3	same	no	optional	libs	True
libnma-common	1.8.30-1+grm3u2	all	libnma	1.8.30-1+grm3u2	foreign	no	optional	libs	True
libnma0	1.8.30-1+grm3u2	amd64	libnma	1.8.30-1+grm3u2	same	no	optional	libs	True
libnorm1	1.5.9+dfsg-2	amd64	norm	1.5.9+dfsg-2	same	no	optional	libs	False
libnotify-bin	0.7.9-3	amd64	libnotify	0.7.9-3		no	optional	utils	False
libnotify4	0.7.9-3	amd64	libnotify	0.7.9-3	same	no	optional	libs	False
libnpth0	1.6-3	amd64	npth	1.6-3	same	no	optional	libs	False
libnsl2	1.3.0-2	amd64	libnsl	1.3.0-2	same	no	optional	libs	False
libnspr4	2:4.29-1	amd64	nspr	2:4.29-1	same	no	optional	libs	False
libnss3	2:3.61-1+deb11u3	amd64	nss	2:3.61-1+deb11u3	same	no	optional	libs	False
libntfs-3g883	1:2017.3.23AR.3-4+deb11u3	amd64	ntfs-3g	1:2017.3.23AR.3-4+deb11u3		no	optional	libs	False
libnuma1	2.0.12-1+b1	amd64	numactl	2.0.12-1	same	no	optional	libs	False
libofa0	0.9.3-21	amd64	libofa	0.9.3-21	same	no	optional	libs	False
libogg0	1.3.4-0.1	amd64	libogg	1.3.4-0.1	same	no	optional	libs	False
libopenal-data	1:1.19.1-2	all	openal-soft	1:1.19.1-2	foreign	no	optional	libs	False
libopenal1	1:1.19.1-2	amd64	openal-soft	1:1.19.1-2	same	no	optional	libs	False
libopencore-amrnb0	0.1.5-1	amd64	opencore-amr	0.1.5-1	same	no	optional	libs	False
libopencore-amrwb0	0.1.5-1	amd64	opencore-amr	0.1.5-1	same	no	optional	libs	False
libopenexr25	2.5.4-2+deb11u1	amd64	openexr	2.5.4-2+deb11u1	same	no	optional	libs	False
libopenjp2-7	2.4.0-3	amd64	openjpeg2	2.4.0-3	same	no	optional	libs	False
libopenmpt0	0.4.11-1	amd64	libopenmpt	0.4.11-1	same	no	optional	libs	False
libopenni2-0	2.2.0.33+dfsg-15	amd64	openni2	2.2.0.33+dfsg-15	same	no	optional	libs	False
libopus0	1.3.1-0.1	amd64	opus	1.3.1-0.1	same	no	optional	libs	False
liborc-0.4-0	1:0.4.32-1	amd64	orc	1:0.4.32-1	same	no	optional	libs	False
libosinfo-1.0-0	1.8.0-1	amd64	libosinfo	1.8.0-1	same	no	optional	libs	False
libostree-1-1	2020.8-2+deb11u1	amd64	ostree	2020.8-2+deb11u1	same	no	optional	libs	False
libp11-kit0	0.23.22-1	amd64	p11-kit	0.23.22-1	same	no	optional	libs	False
libpackagekit-glib2-18	1.2.2-2	amd64	packagekit	1.2.2-2	same	no	optional	libs	False
libpam-gnome-keyring	3.36.0-1	amd64	gnome-keyring	3.36.0-1	same	no	optional	admin	False
libpam-modules	1.4.0-9+deb11u1	amd64	pam	1.4.0-9+deb11u1	same	no	required	admin	False
libpam-modules-bin	1.4.0-9+deb11u1	amd64	pam	1.4.0-9+deb11u1	foreign	no	required	admin	False
libpam-mount	2.18-1	amd64	libpam-mount	2.18-1	same	no	optional	admin	False
libpam-pwquality	1.4.4-1	amd64	libpwquality	1.4.4-1	same	no	optional	admin	False
libpam-runtime	1.4.0-9+deb11u1	all	pam	1.4.0-9+deb11u1	foreign	no	required	admin	False
libpam-systemd	247.3-7+deb11u4	amd64	systemd	247.3-7+deb11u4	same	no	standard	admin	False
libpam0g	1.4.0-9+deb11u1	amd64	pam	1.4.0-9+deb11u1	same	no	optional	libs	False
libpango-1.0-0	1.46.2-3	amd64	pango1.0	1.46.2-3	same	no	optional	libs	False
libpangocairo-1.0-0	1.46.2-3	amd64	pango1.0	1.46.2-3	same	no	optional	libs	False
libpangoft2-1.0-0	1.46.2-3	amd64	pango1.0	1.46.2-3	same	no	optional	libs	False
libpangomm-1.4-1v5	2.42.1-1	amd64	pangomm	2.42.1-1	same	no	optional	libs	False
libpangoxft-1.0-0	1.46.2-3	amd64	pango1.0	1.46.2-3	same	no	optional	libs	False
libpaper1	1.1.28+b1	amd64	libpaper	1.1.28	same	no	optional	libs	False
libparted-fs-resize0	3.4-1	amd64	parted	3.4-1	same	no	optional	libs	False
libparted2	3.4-1	amd64	parted	3.4-1	same	no	optional	libs	False
libpcap0.8	1.10.0-2	amd64	libpcap	1.10.0-2	same	no	optional	libs	False
libpci3	1:3.7.0-5	amd64	pciutils	1:3.7.0-5	same	no	optional	libs	False
libpciaccess0	0.16-1	amd64	libpciaccess	0.16-1	same	no	optional	libs	False
libpcre2-16-0	10.36-2+deb11u1	amd64	pcre2	10.36-2+deb11u1	same	no	optional	libs	False
libpcre2-8-0	10.36-2+deb11u1	amd64	pcre2	10.36-2+deb11u1	same	no	optional	libs	False
libpcre3	2:8.39-13	amd64	pcre3	2:8.39-13	same	no	optional	libs	False
libpcsclite1	1.9.1-1	amd64	pcsc-lite	1.9.1-1	same	no	optional	libs	False
libpeas-1.0-0	1.28.0-2+b1	amd64	libpeas	1.28.0-2	same	no	optional	libs	False
libpeas-common	1.28.0-2	all	libpeas	1.28.0-2	foreign	no	optional	libs	False
libperl5.32	5.32.1-4+deb11u2	amd64	perl	5.32.1-4+deb11u2	same	no	optional	libs	False
libpgm-5.3-0	5.3.128~dfsg-2	amd64	libpgm	5.3.128~dfsg-2	same	no	optional	libs	False
libpipeline1	1.5.3-1	amd64	libpipeline	1.5.3-1	same	no	optional	libs	False
libpipewire-0.3-0	0.3.19-4	amd64	pipewire	0.3.19-4	same	no	optional	libs	False
libpixman-1-0	0.40.0-1.1~deb11u1	amd64	pixman	0.40.0-1.1~deb11u1	same	no	optional	libs	False
libpkcs11-helper1	1.27-1	amd64	pkcs11-helper	1.27-1	same	no	optional	libs	False
libplist3	2.2.0-6	amd64	libplist	2.2.0-6	same	no	optional	libs	False
libplymouth5	0.9.5-3	amd64	plymouth	0.9.5-3	same	no	optional	libs	False
libpng16-16	1.6.37-3	amd64	libpng1.6	1.6.37-3	same	no	optional	libs	False
libpocketsphinx3	0.8+5prealpha+1-13	amd64	pocketsphinx	0.8+5prealpha+1-13	same	no	optional	libs	False
libpolkit-agent-1-0	0.105-31+nDeb11u1+grm3u1	amd64	policykit-1	0.105-31+nDeb11u1+grm3u1	same	no	optional	libs	True
libpolkit-gobject-1-0	0.105-31+nDeb11u1+grm3u1	amd64	policykit-1	0.105-31+nDeb11u1+grm3u1	same	no	optional	libs	True
libpoppler-cpp0v5	20.09.0-3.1+deb11u1	amd64	poppler	20.09.0-3.1+deb11u1	same	no	optional	libs	False
libpoppler-glib8	20.09.0-3.1+deb11u1	amd64	poppler	20.09.0-3.1+deb11u1	same	no	optional	libs	False
libpoppler102	20.09.0-3.1+deb11u1	amd64	poppler	20.09.0-3.1+deb11u1	same	no	optional	libs	False
libpopt0	1.18-2	amd64	popt	1.18-2	same	no	optional	libs	False
libpostproc55	7:4.3.6-0+deb11u1	amd64	ffmpeg	7:4.3.6-0+deb11u1	same	no	optional	libs	False
libprocps8	2:3.3.17-5	amd64	procps	2:3.3.17-5	same	no	optional	libs	False
libproxy1v5	0.4.17-1	amd64	libproxy	0.4.17-1	same	no	optional	libs	False
libpsl5	0.21.0-1.2	amd64	libpsl	0.21.0-1.2	same	no	optional	libs	False
libpulse-mainloop-glib0	14.2-2	amd64	pulseaudio	14.2-2	same	no	optional	sound	False
libpulse0	14.2-2	amd64	pulseaudio	14.2-2	same	no	optional	libs	False
libpulsedsp	14.2-2	amd64	pulseaudio	14.2-2	same	no	optional	sound	False
libpwquality-common	1.4.4-1	all	libpwquality	1.4.4-1	foreign	no	optional	libs	False
libpwquality-tools	1.4.4-1	amd64	libpwquality	1.4.4-1	foreign	no	optional	admin	False
libpwquality1	1.4.4-1	amd64	libpwquality	1.4.4-1	same	no	optional	libs	False
libpython2.7-minimal	2.7.18-8	amd64	python2.7	2.7.18-8	same	no	optional	python	False
libpython2.7-stdlib	2.7.18-8	amd64	python2.7	2.7.18-8	same	no	optional	python	False
libpython3-stdlib	3.9.2-3	amd64	python3-defaults	3.9.2-3	same	no	optional	python	False
libpython3.9	3.9.2-1	amd64	python3.9	3.9.2-1	same	no	optional	libs	False
libpython3.9-minimal	3.9.2-1	amd64	python3.9	3.9.2-1	same	no	optional	python	False
libpython3.9-stdlib	3.9.2-1	amd64	python3.9	3.9.2-1	same	no	optional	python	False
libqpdf28	10.1.0-1	amd64	qpdf	10.1.0-1	same	no	optional	libs	False
libqt5core5a	5.15.2+dfsg-9+grm3u1	amd64	qtbase-opensource-src	5.15.2+dfsg-9+grm3u1	same	no	optional	libs	True
libqt5dbus5	5.15.2+dfsg-9+grm3u1	amd64	qtbase-opensource-src	5.15.2+dfsg-9+grm3u1	same	no	optional	libs	True
libqt5designer5	5.15.2-5	amd64	qttools-opensource-src	5.15.2-5	same	no	optional	libs	False
libqt5gui5	5.15.2+dfsg-9+grm3u1	amd64	qtbase-opensource-src	5.15.2+dfsg-9+grm3u1	same	no	optional	libs	True
libqt5help5	5.15.2-5	amd64	qttools-opensource-src	5.15.2-5	same	no	optional	libs	False
libqt5network5	5.15.2+dfsg-9+grm3u1	amd64	qtbase-opensource-src	5.15.2+dfsg-9+grm3u1	same	no	optional	libs	True
libqt5printsupport5	5.15.2+dfsg-9+grm3u1	amd64	qtbase-opensource-src	5.15.2+dfsg-9+grm3u1	same	no	optional	libs	True
libqt5sql5	5.15.2+dfsg-9+grm3u1	amd64	qtbase-opensource-src	5.15.2+dfsg-9+grm3u1	same	no	optional	libs	True
libqt5test5	5.15.2+dfsg-9+grm3u1	amd64	qtbase-opensource-src	5.15.2+dfsg-9+grm3u1	same	no	optional	libs	True
libqt5widgets5	5.15.2+dfsg-9+grm3u1	amd64	qtbase-opensource-src	5.15.2+dfsg-9+grm3u1	same	no	optional	libs	True
libqt5xml5	5.15.2+dfsg-9+grm3u1	amd64	qtbase-opensource-src	5.15.2+dfsg-9+grm3u1	same	no	optional	libs	True
libquadmath0	10.2.1-6	amd64	gcc-10	10.2.1-6	same	no	optional	libs	False
libquvi-0.9-0.9.3	0.9.3-1.3	amd64	libquvi	0.9.3-1.3	same	no	extra	libs	False
libquvi-scripts-0.9	0.9.20131130-1.2	all	libquvi-scripts	0.9.20131130-1.2	foreign	no	extra	libs	False
librabbitmq4	0.10.0-1	amd64	librabbitmq	0.10.0-1	same	no	optional	libs	False
libraw1394-11	2.1.2-2	amd64	libraw1394	2.1.2-2	same	no	optional	libs	False
libre2-9	20210201+dfsg-1	amd64	re2	20210201+dfsg-1	same	no	optional	libs	False
libreadline8	8.1-1	amd64	readline	8.1-1	same	no	important	libs	False
librest-0.7-0	0.8.1-1.1	amd64	librest	0.8.1-1.1	same	no	optional	libs	False
librsvg2-2	2.50.3+dfsg-1	amd64	librsvg	2.50.3+dfsg-1	same	no	optional	libs	False
librsvg2-common	2.50.3+dfsg-1	amd64	librsvg	2.50.3+dfsg-1	same	no	optional	libs	False
librtmp1	2.4+20151223.gitfa8646d.1-2+b2	amd64	rtmpdump	2.4+20151223.gitfa8646d.1-2	same	no	optional	libs	False
librubberband2	1.9.0-1	amd64	rubberband	1.9.0-1	same	no	optional	libs	False
librygel-core-2.6-2	0.40.0-1	amd64	rygel	0.40.0-1	same	no	optional	libs	False
librygel-db-2.6-2	0.40.0-1	amd64	rygel	0.40.0-1	same	no	optional	libs	False
